GO:0000313	3	Caenorhabditis elegans
GO:0000313	42	Homo sapiens
GO:0000313	76	Drosophila melanogaster
GO:0000313	83	Saccharomyces cerevisiae
GO:0000314	17	Homo sapiens
GO:0000314	31	Drosophila melanogaster
GO:0000314	35	Saccharomyces cerevisiae
GO:0000314	7	Plasmodium falciparum
GO:0000315	12	Plasmodium falciparum
GO:0000315	44	Saccharomyces cerevisiae
GO:0000315	46	Drosophila melanogaster
GO:0000315	6	Homo sapiens
GO:0000316	2	Saccharomyces cerevisiae
GO:0000318	1	Drosophila melanogaster
GO:0000318	1	Saccharomyces cerevisiae
GO:0000318	2	Homo sapiens
GO:0000319	1	Saccharomyces cerevisiae
GO:0000320	1	Homo sapiens
GO:0000320	3	Saccharomyces cerevisiae
GO:0000321	3	Saccharomyces cerevisiae
GO:0000322	149	Saccharomyces cerevisiae
GO:0000323	12	Caenorhabditis elegans
GO:0000323	131	Homo sapiens
GO:0000323	149	Saccharomyces cerevisiae
GO:0000323	29	Drosophila melanogaster
GO:0000323	8	Plasmodium falciparum
GO:0000324	149	Saccharomyces cerevisiae
GO:0000328	6	Saccharomyces cerevisiae
GO:0000329	68	Saccharomyces cerevisiae
GO:0000332	1	Saccharomyces cerevisiae
GO:0000333	2	Saccharomyces cerevisiae
GO:0000334	1	Caenorhabditis elegans
GO:0000334	1	Homo sapiens
GO:0000334	1	Saccharomyces cerevisiae
GO:0000335	1	Caenorhabditis elegans
GO:0000335	8	Saccharomyces cerevisiae
GO:0000337	1	Caenorhabditis elegans
GO:0000337	8	Saccharomyces cerevisiae
GO:0000338	2	Drosophila melanogaster
GO:0000338	5	Saccharomyces cerevisiae
GO:0000339	11	Drosophila melanogaster
GO:0000339	2	Plasmodium falciparum
GO:0000339	2	Saccharomyces cerevisiae
GO:0000339	6	Homo sapiens
GO:0000346	7	Saccharomyces cerevisiae
GO:0000347	4	Saccharomyces cerevisiae
GO:0000348	3	Saccharomyces cerevisiae
GO:0000349	3	Saccharomyces cerevisiae
GO:0000350	4	Saccharomyces cerevisiae
GO:0000351	1	Homo sapiens
GO:0000354	2	Homo sapiens
GO:0000354	2	Saccharomyces cerevisiae
GO:0000356	1	Saccharomyces cerevisiae
GO:0000358	2	Saccharomyces cerevisiae
GO:0000360	1	Saccharomyces cerevisiae
GO:0000360	2	Homo sapiens
GO:0000370	3	Saccharomyces cerevisiae
GO:0000372	7	Saccharomyces cerevisiae
GO:0000373	1	Saccharomyces cerevisiae
